device_id,device_type,vendor,firmware_version,cpu_usage,memory_usage,battery_level,mobility_state,trust_score,operational_state
130,PLC,ABB,v2.0,62.81936123271003,29.465633738206776,79.10933417064261,Mobile,0.41,Normal
131,PLC,ABB,v2.0,8.542196551202663,42.77469142492156,22.595475683774957,Static,0.86,Degraded
132,Sensor,ABB,v1.1,12.207321363893275,54.517070153408945,72.69741109816178,Static,0.48,Degraded
133,Sensor,ABB,v2.0,65.887487985328,15.481117152026124,62.58335007611635,Mobile,0.68,Normal
134,Sensor,Bosch,v1.1,11.127168559887236,56.675744846293455,28.261200710003873,Static,0.76,Normal
135,Robot,Bosch,v1.0,11.05682186004698,83.58833775717208,33.80191015570897,Mobile,0.66,Normal
136,Sensor,Bosch,v1.1,6.029220394965433,24.25807373377957,65.43794378528645,Static,0.42,Normal
137,Sensor,Bosch,v1.0,86.3026188554558,69.44463372162875,43.708609081063074,Mobile,0.87,Normal
138,Sensor,ABB,v2.0,67.6882105540156,78.09240953347145,95.06525829210528,Static,0.41,Normal
139,Robot,Rockwell,v2.0,35.026369722675454,80.77761946151657,85.49921835872406,Static,0.86,Normal
140,Sensor,Siemens,v1.0,30.205524409450693,82.01017033040854,98.68537652109305,Static,0.94,Normal
141,PLC,ABB,v2.0,34.72477452839721,49.1094729041104,40.77366711603312,Static,0.66,Normal
142,Sensor,Siemens,v1.1,70.84555015040046,83.29809309936277,97.57789062383816,Static,0.72,Normal
143,PLC,Rockwell,v1.0,61.216501940985225,66.79826553508292,54.498709583324626,Mobile,0.69,Normal
144,PLC,Bosch,v2.0,20.741623268734774,22.12535771777214,47.801503625100366,Mobile,0.63,Normal
145,PLC,Rockwell,v1.0,19.79929350339717,45.76750798509775,24.02796215754826,Mobile,0.93,Normal
146,Robot,ABB,v1.1,13.363630225638772,63.874838152900296,24.221220628768208,Static,0.94,Degraded
147,Robot,Bosch,v1.1,61.12573117461374,28.55052368643125,75.36090047573238,Mobile,0.6,Normal
148,Robot,ABB,v2.0,69.97167628884756,58.04613876616655,56.63431955472223,Static,0.77,Normal
149,Sensor,Bosch,v1.1,27.52894640762534,59.99503592849644,38.121730082888455,Static,0.96,Normal
150,PLC,Siemens,v1.0,6.780321687627589,22.202480785642443,69.11762450601861,Static,0.98,Normal
151,Robot,Siemens,v1.1,11.984591735496323,52.38139843395672,40.228649460008896,Mobile,0.71,Normal
152,Robot,Siemens,v1.0,87.2681029618276,67.87201832339558,66.2105403475538,Static,0.67,Degraded
153,Sensor,Rockwell,v1.0,30.112806085580722,47.41717484019564,48.73669975861523,Mobile,0.57,Normal
154,Robot,ABB,v1.1,70.38396756624135,10.907733758208057,85.88417812894552,Mobile,0.98,Normal
155,Sensor,Rockwell,v2.0,58.09640335261242,10.677885180946912,85.65569286134235,Static,0.49,Normal
156,Actuator,Siemens,v1.1,37.46486937049615,36.777200797750915,58.188031849792104,Static,0.75,Normal
157,Robot,ABB,v1.0,22.483417286622185,79.46455513238365,48.06552874680125,Mobile,0.57,Normal
158,Actuator,Siemens,v1.0,15.317845543549547,27.15075847027066,49.00478372472756,Mobile,0.57,Normal
159,Sensor,Rockwell,v1.1,57.276102283303665,57.57727666537654,84.45716205345744,Mobile,0.64,Normal
160,PLC,Rockwell,v2.0,70.84387135421198,26.655690301999044,46.25435862380896,Mobile,1.0,Normal
161,Robot,Rockwell,v2.0,59.73186155099611,34.125249224466145,36.72474989654768,Mobile,0.43,Normal
162,Sensor,Siemens,v1.0,50.075681326178454,73.6031567201113,26.775067350024546,Mobile,0.75,Normal
163,PLC,ABB,v1.0,8.565853991689082,64.66460817024601,57.33544967075267,Static,0.45,Fault
164,PLC,ABB,v2.0,87.32154609552262,17.154945798490797,58.570567913587354,Mobile,0.49,Normal
165,Actuator,Siemens,v1.1,72.89070629063885,42.152651573982524,87.27269683223257,Mobile,0.66,Normal
166,Sensor,ABB,v1.0,29.889873119582003,12.187732273394836,37.69909571568512,Mobile,0.71,Normal
167,PLC,Siemens,v1.0,88.2974779955023,46.06676099522567,50.47930189347199,Mobile,0.56,Normal
168,Robot,ABB,v2.0,56.15993511908738,59.682550877580105,84.67245911149527,Static,0.59,Normal
169,Robot,Bosch,v1.1,54.50592594761595,18.887696769861368,85.88988885991787,Static,0.45,Normal
170,Actuator,Bosch,v2.0,68.58622025151023,31.666370418187427,50.768886078301456,Mobile,0.58,Normal
171,PLC,Rockwell,v1.1,74.0004319876617,39.83774691266177,56.729921862934475,Mobile,0.98,Normal
172,Sensor,Bosch,v1.1,60.800681623177724,78.96482684920373,44.262871267942636,Mobile,0.97,Normal
173,Robot,Bosch,v1.1,15.888138441127001,84.4941261567223,94.60439027354496,Static,0.6,Normal
174,PLC,Bosch,v1.0,33.752738009532365,13.368347424671189,29.491501259326427,Static,0.74,Normal
175,PLC,Siemens,v2.0,83.88710942771422,67.0755942621544,94.6999538401176,Static,0.95,Normal
176,Actuator,Bosch,v2.0,24.092327006727412,37.879304980175746,74.70931614682746,Static,0.4,Normal
177,Robot,Bosch,v1.1,36.63419702618863,39.434363967211,62.5257722149385,Static,0.89,Normal
178,Robot,Rockwell,v1.0,41.72653505025666,66.5698730010267,22.61272486275967,Static,0.97,Normal
179,Sensor,Bosch,v1.0,42.34942412402844,78.88198241090565,58.047695345760665,Mobile,0.45,Normal
180,Robot,Bosch,v2.0,57.09986451203467,81.31964458769113,52.61984840021859,Static,0.5,Degraded
181,Sensor,ABB,v1.0,85.16144620830015,53.284193952874055,32.897504958009804,Static,0.98,Normal
182,Robot,Rockwell,v1.0,25.45888050576292,36.78408694753771,72.51276828005255,Mobile,0.72,Normal
183,Actuator,Rockwell,v1.1,15.327616985578036,69.06618143940844,97.69207258946287,Static,0.41,Normal
184,Robot,Rockwell,v1.0,21.78499163809467,28.825103744672518,64.97510488516201,Mobile,0.55,Fault
185,Sensor,Rockwell,v1.1,80.38861651778791,52.305552162513834,77.18026211551566,Static,0.67,Normal
186,Sensor,Rockwell,v2.0,59.89391907569251,36.89338461436549,25.476036205281343,Mobile,0.82,Normal
187,Actuator,Rockwell,v1.0,29.302077085328612,59.24733052809071,53.41335966535958,Mobile,0.84,Normal
188,Robot,Siemens,v2.0,74.35548981233246,28.02991846701302,29.30867881315967,Mobile,1.0,Normal
189,Robot,Bosch,v2.0,78.21644969089206,24.36947093011193,69.02366684292083,Mobile,0.57,Normal
190,Actuator,Rockwell,v1.0,76.95371878867363,78.86793150065778,95.07857265713237,Mobile,0.72,Normal
191,Robot,Bosch,v1.0,83.10875535936214,17.635276221215268,72.94221859773108,Static,0.72,Degraded
192,Robot,Bosch,v2.0,26.440486714735734,47.946843080119876,26.144243865153722,Static,0.64,Fault
193,Sensor,Siemens,v1.0,69.17856394343366,26.56395872222567,48.37329639880663,Mobile,0.5,Normal
194,Robot,Rockwell,v1.1,44.1458572683019,12.919747249425058,64.05307035526812,Mobile,0.99,Normal
195,Robot,ABB,v1.1,76.56987699565524,12.70141137185698,52.256620490660175,Mobile,0.91,Degraded
196,Actuator,Siemens,v1.0,66.92170755873713,23.14163290793705,86.69152083801379,Static,0.7,Normal
197,Actuator,ABB,v2.0,70.99803295247659,75.00777658795002,85.17368037679914,Mobile,0.76,Normal
198,PLC,Bosch,v1.0,60.77375620289108,31.185905798277,68.94648160825771,Mobile,0.54,Normal
199,Sensor,Bosch,v1.0,20.081445404925084,81.28443779314718,49.87663561061642,Mobile,0.73,Normal
200,Robot,Siemens,v2.0,51.327288106239756,53.62167197418952,40.42690990105953,Mobile,0.82,Normal
201,Robot,Siemens,v2.0,88.6969278595832,42.74606423265746,28.469945457050343,Static,0.71,Normal
202,PLC,ABB,v1.1,84.6779856522551,53.5066626002091,48.39181467892432,Mobile,0.99,Normal
203,Robot,Rockwell,v2.0,8.669767542745992,48.75237889197008,53.053801376617564,Mobile,0.77,Normal
204,Sensor,ABB,v1.1,19.009259337002156,66.90821903179938,74.06583400832588,Static,0.62,Normal
205,PLC,Siemens,v2.0,16.196945743637762,31.18720494796392,72.65278594380588,Mobile,0.86,Normal
206,Sensor,ABB,v1.0,66.70829234875012,36.47877937002268,25.608651171300558,Mobile,0.5,Degraded
207,PLC,Siemens,v1.1,74.51175303784034,77.0570726899938,51.620745234492624,Static,0.63,Normal
208,PLC,ABB,v1.1,23.148466136407112,80.9842384862804,34.54230937738895,Static,0.61,Normal
209,Actuator,Siemens,v1.1,47.99747890090546,76.94186706148558,32.54501642534446,Static,0.66,Degraded
210,Sensor,Siemens,v1.0,76.459757380952,41.45859954679852,86.18417197897968,Mobile,0.87,Degraded
211,Robot,Siemens,v1.0,67.2881313051313,68.52741272551613,23.353217337300602,Mobile,0.69,Normal
212,Robot,Rockwell,v1.0,51.0901624668071,45.72517999758241,53.534630072169705,Static,0.88,Normal
213,Sensor,ABB,v1.0,55.179553688995696,47.31548891095766,33.45629246132145,Static,0.75,Normal
214,Robot,ABB,v1.0,48.2106464878838,25.351008179296297,90.34641725427792,Static,0.61,Degraded
215,Robot,ABB,v1.1,30.291618362099747,54.33477274438874,64.56324106200282,Mobile,0.89,Fault
216,Sensor,Siemens,v1.0,53.02686939301637,23.960192331501094,38.51045091014784,Mobile,0.54,Degraded
217,PLC,ABB,v1.1,63.55525067425771,34.86735243003953,60.19418297331011,Static,0.53,Normal
218,Sensor,ABB,v1.0,79.23244784816865,74.12726512149514,78.51890877624926,Mobile,0.7,Normal
219,PLC,Siemens,v2.0,59.08476508823609,25.530685690814142,96.6494407135547,Static,0.56,Normal
220,Robot,Bosch,v1.1,69.69533064866843,15.336871388007461,37.63568033963352,Mobile,0.41,Normal
221,Robot,Siemens,v2.0,18.606088971138703,15.175569445961223,90.89454177034762,Mobile,0.79,Normal
222,Robot,ABB,v1.1,44.23238532568214,80.5588390377331,94.74432913339922,Mobile,0.71,Normal
223,Actuator,Siemens,v2.0,5.7931876853029305,48.019032847137595,93.3136435625653,Mobile,0.67,Normal
224,PLC,Bosch,v1.0,25.967703484337957,40.70590538627637,70.83314854895278,Static,0.98,Normal
225,Actuator,Siemens,v1.0,66.74924578460542,70.81589357559389,70.38565235477662,Mobile,0.74,Normal
226,Actuator,ABB,v1.0,89.30384586469589,72.6869445932887,52.25685065470582,Mobile,0.92,Normal
227,Sensor,Bosch,v1.1,13.430138464913352,34.91432748367035,80.19183058430303,Static,0.48,Normal
228,Actuator,Rockwell,v2.0,39.1270168482095,62.02135431053464,62.50352146807455,Mobile,0.74,Normal
229,Sensor,ABB,v1.0,73.00603233942856,67.83421118889149,74.19504569826356,Static,0.92,Normal
230,Sensor,Bosch,v2.0,22.343028943456403,59.09880151494659,54.27663230790364,Static,0.75,Normal
231,Actuator,Bosch,v2.0,52.18222069069433,21.369630610007455,78.51971712345113,Mobile,0.83,Fault
232,PLC,Rockwell,v1.0,67.31106016252235,75.69123126377927,85.95772140836392,Mobile,0.62,Normal
233,PLC,Siemens,v1.0,57.35876327211522,50.432091455200656,31.71490052822529,Static,0.46,Normal
234,PLC,Siemens,v2.0,20.98210244231037,31.185431977750277,86.63437724593824,Static,0.67,Normal
235,PLC,ABB,v1.0,35.20768833828785,41.89211390782704,63.22372254322458,Static,0.64,Normal
236,PLC,Rockwell,v1.0,71.62230168125876,12.817831779918054,87.57327272721794,Mobile,0.92,Degraded
237,Actuator,Siemens,v1.0,52.10925370122141,19.590010091681314,54.50413650728117,Static,0.55,Normal
238,Actuator,Rockwell,v1.1,5.444517151147583,67.41600628868957,50.3232388306428,Static,0.98,Degraded
239,Robot,Siemens,v2.0,69.68421460238798,10.000872606652461,93.2048586013778,Static,0.97,Normal
240,PLC,Bosch,v2.0,8.001465169920321,41.242437136171915,40.0935414038721,Mobile,0.55,Degraded
241,Actuator,Siemens,v1.1,68.38737153215473,49.188263581419136,87.53698602289145,Static,0.61,Normal
242,Robot,Rockwell,v2.0,22.21084761404518,14.097581500072922,58.72164580075233,Mobile,0.94,Degraded
243,PLC,Bosch,v1.0,86.43624581014731,82.98086222292497,61.12763540410078,Mobile,0.98,Normal
244,Sensor,Bosch,v2.0,36.27496386067718,26.959399843725397,44.67746251915872,Static,0.67,Normal
245,Robot,Bosch,v1.0,32.78918738873672,32.81490397272107,65.84337604952125,Mobile,0.59,Normal
246,Actuator,Rockwell,v1.1,17.655484278257795,32.795688419127046,46.0168957020969,Static,0.72,Degraded
247,Sensor,ABB,v1.0,30.976358316668264,27.281249658801244,23.141553139332185,Mobile,0.81,Normal
248,Sensor,ABB,v2.0,79.51531475539704,10.110536656473355,41.75988842754848,Mobile,0.56,Normal
249,Sensor,ABB,v2.0,89.68841869831603,64.70085955659972,20.510323472527254,Static,0.84,Degraded
250,Robot,Rockwell,v2.0,36.306310093082104,82.5134124849464,98.26838296454854,Static,0.43,Normal
251,Actuator,Bosch,v1.1,43.13190363113612,26.82201124637838,97.2597767855798,Static,0.43,Normal
252,Sensor,ABB,v1.1,66.37602974723265,59.72853938525668,51.6124237977844,Mobile,0.63,Normal
253,PLC,Rockwell,v2.0,80.32664133953134,65.64222452190364,78.26966834717169,Mobile,0.61,Normal
254,Sensor,ABB,v1.0,55.40876840587665,73.63190343178935,47.664487872834,Static,0.59,Degraded
255,Sensor,Siemens,v1.1,38.27968434511549,41.697189776020686,73.68745256687808,Static,0.69,Normal
256,Robot,ABB,v2.0,40.07285647213302,32.719817923032195,84.43440344367832,Mobile,0.59,Normal
257,Robot,ABB,v2.0,64.12754245222858,34.39713505172733,95.74049957537926,Mobile,0.52,Fault
258,Actuator,Bosch,v1.1,5.273552406363688,63.44659998238846,52.01698206797376,Mobile,0.59,Normal
259,PLC,Rockwell,v1.1,57.66509368408646,71.2584599879227,82.66383863648382,Static,0.98,Normal
260,Robot,Bosch,v1.1,35.21690588751538,23.6210475817452,41.274276050569505,Mobile,0.65,Normal
261,Sensor,Bosch,v1.0,72.50677315855216,37.82057561183239,99.22658430349186,Static,0.67,Normal
262,Actuator,Bosch,v1.0,12.904204384966233,77.64551475618626,22.06156790114809,Mobile,0.75,Normal
263,Sensor,Bosch,v2.0,54.99719269061319,70.50201397710543,68.28230452008967,Mobile,0.99,Degraded
264,Sensor,Bosch,v1.1,45.88269564032052,83.86438020718569,72.76047853210616,Static,0.54,Normal
